file,thinking,method,instance_id,question,gold_sql,predicted_sql,fixed_sql,execution_match,error_message,error_category
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_6140,In what parish is the sub-parish fortun? ,SELECT Parish (Prestegjeld) FROM table WHERE Sub-Parish (Sogn) = 'Fortun',SELECT Parish FROM table WHERE Sogn = 'fortun',SELECT Parish FROM [table_1_178398_1] WHERE Sogn = 'fortun' COLLATE NOCASE,False,no such column: Parish,bad column reference
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_6698,What year was Teresa Wright nominated best supporting actress?,SELECT Year (Ceremony) FROM table WHERE Actor/Actress = 'Teresa Wright' AND Category = 'Best Supporting Actress',SELECT Year FROM table WHERE Actor/Actress = 'Teresa Wright' AND Result = 'best supporting actress',SELECT Year FROM [table_1_18638067_1] WHERE col1 = 'Teresa Wright' COLLATE NOCASE AND col4 = 'best supporting actress' COLLATE NOCASE,False,no such column: Year,bad column reference
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_10189,"What was the highest score of candidate mir-hossein mousavi in the location known as azarbaijan, west?","SELECT MAX(Mir-Hossein Mousavi) FROM table WHERE Province = 'Azarbaijan, West'",,,False,incomplete input,empty output
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_10463,"Whose WSOP earnings were $36,372? ","SELECT Name FROM table WHERE WSOP earnings = '$36,372'",SELECT table.Name FROM table WHERE table.WSOP earnings = '36372',SELECT table.col0 FROM [table_1_23696862_6] WHERE table.col4 = '36372' COLLATE NOCASE,False,"near ""table"": syntax error",syntax error
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_13031,Who was the lites 2 race two winning team when #13 Inspire Motorsports was the Lites 1 race one winning team?,SELECT Lites 2 Race Two Winning Team FROM table WHERE Lites 1 Race One Winning Team = '#13 Inspire Motorsports',SELECT Lites 2 Race Two FROM table WHERE Lites 1 = '13 Inspire Motorsports',SELECT Lites 2 Race Two FROM [table_1_26638600_3] WHERE Lites 1 = '13 Inspire Motorsports' COLLATE NOCASE,False,"near ""2"": syntax error",syntax error
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_14446,How many people wrote the episode that had 7.26 million u.s. viewers?,SELECT COUNT(Written by) FROM table WHERE U.S. viewers (million) = '7.26',SELECT COUNT(*) FROM table WHERE U.S. viewers = '7.26 million',SELECT COUNT(*) FROM [table_1_28037619_2] WHERE U.S. viewers = '7.26 million' COLLATE NOCASE,False,no such column: U.S.viewers,bad column reference
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_15247,When 318676 is the population of 2010 and 1st class is the income classification what is the area in kilometers squared?,SELECT Area (kmÂ²) FROM table WHERE Income Classification = '1st Class' AND Population (2010) = 318676,SELECT Area FROM table WHERE Population = 318676 AND Income Classification = '1st class',SELECT Area FROM [table_1_29289372_1] WHERE Population = 318676 AND col4 = '1st class' COLLATE NOCASE,False,no such column: Area,bad column reference
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_18231,What is the lowest population of alessandria where the altitude is less than 197 and density is less than 461.8?,SELECT MIN(Population) FROM table WHERE Altitude (mslm) < 197 AND City = 'alessandria' AND Density (inhabitants/km 2 ) < 461.8,SELECT * FROM table WHERE City = 'Alessandria' AND Altitude < 197 AND Density < 461.8,SELECT * FROM [table_2_1448810_1] WHERE col1 = 'Alessandria' COLLATE NOCASE AND Altitude < 197 AND Density < 461.8,False,no such column: Altitude,bad column reference
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_33118,"What is the smallest area that has a Population Density of 3,216 and a Population larger than 16,650,000?","SELECT MIN(Area (kmÂ²)) FROM table WHERE Population Density (People/kmÂ²) = '3,216' AND Population > '16,650,000'",SELECT MIN(Area) FROM table WHERE Population > 16650000 AND Population Density = 3216,SELECT MIN(Area) FROM [table_2_16478687_2] WHERE col3 > 16650000 AND col3 Density = 3216,False,"near ""Density"": syntax error",syntax error
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_38618,"What is the most wins with a rank of 5 and less than $1,537,571 in earnings?","SELECT MAX(Wins) FROM table WHERE Rank = 5 AND Earnings ( $ ) > '1,537,571'",SELECT MAX(Wins) FROM table WHERE Rank = 5 AND Earnings < 1537571,SELECT MAX(col5) FROM [table_2_11602885_3] WHERE col0 = 5 AND Earnings < 1537571,False,no such column: Earnings,bad column reference
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_42590,What is the NBA Draft for the School Bishop O'Connell High School?,SELECT NBA Draft FROM table WHERE School = 'bishop o'connell high school',SELECT NBA Draft FROM table WHERE School = 'Bishop O'Connell High School,SELECT col5 FROM [table_2_11677760_28] WHERE col2 = 'Bishop O' COLLATE NOCASEConnell High col2,False,"near ""High"": syntax error",syntax error
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_44348,"What is the smallest Pick with Overall larger than 17, a Player name of dave adams category:articles with hcards, and a Year larger than 1963?",SELECT MIN(Pick) FROM table WHERE Overall > 17 AND Player name = 'dave adams category:articles with hcards' AND Year > 1963,,,False,incomplete input,empty output
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_46925,What's the lowest number of total passengers (millions) for an annual entry/exit of 36.609?,SELECT MIN(Total Passengers (millions) 2011â€“12) FROM table WHERE Annual entry/exit (millions) 2011â€“12 = 36.609,SELECT Total Passengers FROM table WHERE Annual entry/exit = 36.609 AND Total Passengers = (SELECT MIN(Total Passengers) FROM table WHERE Annual entry/exit = 36.609),SELECT Total Passengers FROM [table_2_18118221_1] WHERE Annual entry/exit = 36.609 AND Total Passengers = (SELECT MIN(Total Passengers) FROM [table_2_18118221_1] WHERE Annual entry/exit = 36.609),False,"near ""entry"": syntax error",syntax error
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_48540,What period has 0.25% as the other mozilla?,SELECT Period FROM table WHERE Other Mozilla = '0.25%',SELECT Period FROM table WHERE Firefox = 0.25% OF (SELECT COUNT(*) FROM table),SELECT col0 FROM [table_2_1876262_4] WHERE col3 = 0.25% OF (SELECT COUNT(*) FROM [table_2_1876262_4]),False,"near ""SELECT"": syntax error",syntax error
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_52810,"Which Venue has an amount of Tickets Sold/ Available of 4,700 / 4,700 (100%)?","SELECT Venue FROM table WHERE Tickets Sold / Available = '4,700 / 4,700 (100%)'","select the Venue where both columns are 4,700. But the question is a","select the col0 where both columns are 4,700. But the question is a",False,"near ""columns"": syntax error",syntax error
eval_wikisql_thinking_zero_none.json,thinking_zero,none,wikisql_train_53046,Which nation had a battlecruiser with an estimate of 513?,SELECT Nat. FROM table WHERE Ship type = 'battlecruiser' AND Estimate = '513',"SELECT Name, Nat FROM table WHERE Ship type = 'battlecruiser' AND Estimate = 513","SELECT col1, Nat FROM [table_2_13046272_3] WHERE col3 = 'battlecruiser' COLLATE NOCASE AND col0 = 513",False,no such column: Nat,bad column reference
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_1952,What is tuesday day three when thursday day five is kamis?,SELECT Tuesday Day Three FROM table WHERE Thursday Day Five = 'Kamis',SELECT * FROM table WHERE Day = 'Tuesday Day Three' AND Thursday Day Five = 'Kamis',SELECT * FROM [table_1_1277350_7] WHERE Day = 'col3' COLLATE NOCASE AND col5 = 'Kamis' COLLATE NOCASE,False,no such column: Day,bad column reference
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_2082,What is the number of played when points against 645?,SELECT COUNT(Played) FROM table WHERE Pts Agst = 645,SELECT PLAYED FROM table WHERE Pts Agst = 645,SELECT PLAYED FROM [table_1_13018116_1] WHERE col7 = 645,False,no such column: PLAYED,bad column reference
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_5697,What was the W-L record when HIgh Points was andre miller (30)?,SELECT Record FROM table WHERE High points = 'Andre Miller (30)',SELECT * FROM table WHERE Game = 'W-L' AND High Points = 'andre miller (30)',SELECT * FROM [table_1_17323042_11] WHERE col0 = 'W-L' COLLATE NOCASE AND High Points = 'andre miller (30)' COLLATE NOCASE,False,"near ""Points"": syntax error",syntax error
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_6140,In what parish is the sub-parish fortun? ,SELECT Parish (Prestegjeld) FROM table WHERE Sub-Parish (Sogn) = 'Fortun',SELECT * FROM table WHERE Sub_Parish = 'Fortun' AND Parish = 'Fortun',SELECT * FROM [table_1_178398_1] WHERE Sub_Parish = 'Fortun' COLLATE NOCASE AND Parish = 'Fortun' COLLATE NOCASE,False,no such column: Sub_Parish,bad column reference
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_14446,How many people wrote the episode that had 7.26 million u.s. viewers?,SELECT COUNT(Written by) FROM table WHERE U.S. viewers (million) = '7.26',SELECT COUNT(*) FROM table WHERE U S viewers millions = '7.26' AND Original air date = '2022-03-15',SELECT COUNT(*) FROM [table_1_28037619_2] WHERE U S viewers millions = '7.26' COLLATE NOCASE AND col4 = '2022-03-15' COLLATE NOCASE,False,"near ""S"": syntax error",syntax error
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_15247,When 318676 is the population of 2010 and 1st class is the income classification what is the area in kilometers squared?,SELECT Area (kmÂ²) FROM table WHERE Income Classification = '1st Class' AND Population (2010) = 318676,SELECT Area FROM table WHERE City = '318676' AND Income Classification = '1st class',SELECT Area FROM [table_1_29289372_1] WHERE City = '318676' COLLATE NOCASE AND col4 = '1st class' COLLATE NOCASE,False,no such column: Area,bad column reference
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_16049,What MLS team is affiliated with yale university?,SELECT MLS Team FROM table WHERE Affiliation = 'yale university',SELECT MLS TEAM FROM table WHERE Affiliation = 'Yale University',SELECT MLS TEAM FROM [table_2_1004125_4] WHERE col4 = 'Yale University' COLLATE NOCASE,False,no such column: MLS,bad column reference
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_18231,What is the lowest population of alessandria where the altitude is less than 197 and density is less than 461.8?,SELECT MIN(Population) FROM table WHERE Altitude (mslm) < 197 AND City = 'alessandria' AND Density (inhabitants/km 2 ) < 461.8,SELECT MIN(Population) FROM table WHERE City = 'Alessandria' AND Altitude < 197,SELECT MIN(col2) FROM [table_2_1448810_1] WHERE col1 = 'Alessandria' COLLATE NOCASE AND Altitude < 197,False,no such column: Altitude,bad column reference
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_33118,"What is the smallest area that has a Population Density of 3,216 and a Population larger than 16,650,000?","SELECT MIN(Area (kmÂ²)) FROM table WHERE Population Density (People/kmÂ²) = '3,216' AND Population > '16,650,000'",SELECT * FROM table WHERE Population Density = 3216 AND Population > 16650000,SELECT * FROM [table_2_16478687_2] WHERE col3 Density = 3216 AND col3 > 16650000,False,"near ""Density"": syntax error",syntax error
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_38618,"What is the most wins with a rank of 5 and less than $1,537,571 in earnings?","SELECT MAX(Wins) FROM table WHERE Rank = 5 AND Earnings ( $ ) > '1,537,571'",SELECT * FROM table WHERE Rank = 5 AND Earnings < 1537571,SELECT * FROM [table_2_11602885_3] WHERE col0 = 5 AND Earnings < 1537571,False,no such column: Earnings,bad column reference
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_46925,What's the lowest number of total passengers (millions) for an annual entry/exit of 36.609?,SELECT MIN(Total Passengers (millions) 2011â€“12) FROM table WHERE Annual entry/exit (millions) 2011â€“12 = 36.609,SELECT MIN(Total Passengers) FROM table WHERE Annual entry exit 36609,SELECT MIN(Total Passengers) FROM [table_2_18118221_1] WHERE Annual entry exit 36609,False,"near ""Passengers"": syntax error",syntax error
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_48598,What team was in 1st plate in a year later than 1956?,SELECT 1st Place Team FROM table WHERE Year > 1956,SELECT YEAR 1ST PLACE TEAM 2ND PLACE TEAM 3RD PLACE TEAM 4TH PLACE TEAM FROM table WHERE YEAR = 1956 AND YEAR = 1957,SELECT YEAR 1ST PLACE TEAM 2ND PLACE TEAM 3RD PLACE TEAM 4TH PLACE TEAM FROM [table_2_18618672_2] WHERE YEAR = 1956 AND YEAR = 1957,False,"unrecognized token: ""1ST""",unrecognized token
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_49729,Which Fencing Victories (pts) has a Total of 5640?,SELECT Fencing Victories (pts) FROM table WHERE Total = 5640,SELECT Fencing Victories FROM table WHERE Total = 5640,SELECT Fencing Victories FROM [table_2_18830959_2] WHERE col6 = 5640,False,no such column: Fencing,bad column reference
eval_wikisql_thinking_zero_outlines.json,thinking_zero,outlines,wikisql_train_52810,"Which Venue has an amount of Tickets Sold/ Available of 4,700 / 4,700 (100%)?","SELECT Venue FROM table WHERE Tickets Sold / Available = '4,700 / 4,700 (100%)'","SELECT Venue FROM table WHERE Tickets Sold Availablity = '4,700 / 4,700' AND Gross Revenue 1979 = '4,700'","SELECT col0 FROM [table_2_12557476_2] WHERE Tickets Sold Availablity = '4,700 / 4,700' COLLATE NOCASE AND Gross Revenue 1979 = '4,700' COLLATE NOCASE",False,"near ""Sold"": syntax error",syntax error
eval_wikisql_thinking_zero_xgrammar.json,thinking_zero,xgrammar,wikisql_train_1639,What's the total number of episodes with production code 2T6705?,SELECT COUNT(Title) FROM table WHERE Production code = '2T6705',,,False,incomplete input,empty output
eval_wikisql_thinking_zero_xgrammar.json,thinking_zero,xgrammar,wikisql_train_1739,How many times was the GFR 2006 equal to 53.2?,SELECT COUNT(Whites as % of Pop.) FROM table WHERE GFR 2006 = '53.2',SELECT COUNT(*) FROM table WHERE GFR 2006 = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53.2' AND TFR 2006 = '53.2' AND Whites as % of Pop. = '53.2' AND County = '53.2' AND Live births 2006 = '53.2' AND GFR 2006 = '53,SELECT COUNT(*) FROM [table_1_12251936_1] WHERE col2 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53.2' COLLATE NOCASE AND col3 = '53.2' COLLATE NOCASE AND col4 = '53.2' COLLATE NOCASE AND col0 = '53.2' COLLATE NOCASE AND col1 = '53.2' COLLATE NOCASE AND col2 = '53,False,"unrecognized token: ""'53""",runaway repeated conditions / overgeneration
eval_wikisql_thinking_zero_xgrammar.json,thinking_zero,xgrammar,wikisql_train_2082,What is the number of played when points against 645?,SELECT COUNT(Played) FROM table WHERE Pts Agst = 645,,,False,incomplete input,empty output
eval_wikisql_thinking_zero_xgrammar.json,thinking_zero,xgrammar,wikisql_train_5697,What was the W-L record when HIgh Points was andre miller (30)?,SELECT Record FROM table WHERE High points = 'Andre Miller (30)',,,False,incomplete input,empty output
